Elemento,Tipo,Nodo_I,Nodo_J,X_I,Y_I,Z_I,X_J,Y_J,Z_J,Longitud,N_I,Vy_I,Vz_I,T_I,My_I,Mz_I,N_Centro,Vy_Centro,Vz_Centro,T_Centro,My_Centro,Mz_Centro,N_J,Vy_J,Vz_J,T_J,My_J,Mz_J
73,Viga_X,49,50,0.0000,0.0000,9.0000,5.0000,0.0000,9.0000,5.0000,4.7882,-2.7949,4.0072,0.0000,-3.6894,-5.3430,0.0000,0.0000,3.7500,0.0000,-0.6429,-6.9872,-4.7882,2.7949,3.4928,-0.0000,2.4036,-8.6315
74,Viga_X,50,51,5.0000,0.0000,9.0000,11.0000,0.0000,9.0000,6.0000,8.7615,0.0000,4.5000,0.0000,-4.2771,4.2296,0.0000,0.0000,4.5000,0.0000,-0.0000,0.0000,-8.7615,-0.0000,4.5000,-0.0000,4.2771,-4.2296
75,Viga_X,51,52,11.0000,0.0000,9.0000,16.0000,0.0000,9.0000,5.0000,4.7882,2.7949,3.4928,-0.0000,-2.4036,8.6315,0.0000,0.0000,3.7500,0.0000,0.6429,6.9872,-4.7882,-2.7949,4.0072,0.0000,3.6894,5.3430
76,Viga_X,53,54,0.0000,4.0000,9.0000,5.0000,4.0000,9.0000,5.0000,4.7882,-3.0177,4.2600,0.0000,-4.3164,-6.6239,0.0000,0.0000,3.7500,0.0000,-1.2751,-7.5443,-4.7882,3.0177,3.2400,-0.0000,1.7663,-8.4646
77,Viga_X,54,55,5.0000,4.0000,9.0000,11.0000,4.0000,9.0000,6.0000,8.7615,0.0000,4.5000,0.0000,-4.0705,2.8127,0.0000,0.0000,4.5000,0.0000,-0.0000,0.0000,-8.7615,-0.0000,4.5000,-0.0000,4.0705,-2.8127
78,Viga_X,55,56,11.0000,4.0000,9.0000,16.0000,4.0000,9.0000,5.0000,4.7882,3.0177,3.2400,-0.0000,-1.7663,8.4646,0.0000,0.0000,3.7500,0.0000,1.2751,7.5443,-4.7882,-3.0177,4.2600,0.0000,4.3164,6.6239
79,Viga_X,57,58,0.0000,9.0000,9.0000,5.0000,9.0000,9.0000,5.0000,4.7882,3.0177,4.2600,-0.0000,-4.3164,6.6239,0.0000,0.0000,3.7500,0.0000,-1.2751,7.5443,-4.7882,-3.0177,3.2400,0.0000,1.7663,8.4646
80,Viga_X,58,59,5.0000,9.0000,9.0000,11.0000,9.0000,9.0000,6.0000,8.7615,0.0000,4.5000,0.0000,-4.0705,-2.8127,0.0000,0.0000,4.5000,0.0000,-0.0000,0.0000,-8.7615,-0.0000,4.5000,-0.0000,4.0705,2.8127
81,Viga_X,59,60,11.0000,9.0000,9.0000,16.0000,9.0000,9.0000,5.0000,4.7882,-3.0177,3.2400,0.0000,-1.7663,-8.4646,0.0000,0.0000,3.7500,0.0000,1.2751,-7.5443,-4.7882,3.0177,4.2600,-0.0000,4.3164,-6.6239
82,Viga_X,61,62,0.0000,13.0000,9.0000,5.0000,13.0000,9.0000,5.0000,4.7882,2.7949,4.0072,-0.0000,-3.6894,5.3430,0.0000,0.0000,3.7500,0.0000,-0.6429,6.9872,-4.7882,-2.7949,3.4928,0.0000,2.4036,8.6315
83,Viga_X,62,63,5.0000,13.0000,9.0000,11.0000,13.0000,9.0000,6.0000,8.7615,0.0000,4.5000,0.0000,-4.2771,-4.2296,0.0000,0.0000,4.5000,0.0000,-0.0000,0.0000,-8.7615,-0.0000,4.5000,-0.0000,4.2771,4.2296
84,Viga_X,63,64,11.0000,13.0000,9.0000,16.0000,13.0000,9.0000,5.0000,4.7882,-2.7949,3.4928,0.0000,-2.4036,-8.6315,0.0000,0.0000,3.7500,0.0000,0.6429,-6.9872,-4.7882,2.7949,4.0072,-0.0000,3.6894,-5.3430
121,Viga_X,17,18,0.0000,0.0000,3.0000,5.0000,0.0000,3.0000,5.0000,-0.0898,-0.0225,2.8374,3.8448,-2.2874,0.0000,0.0000,-0.0225,2.1528,4.3057,-2.2874,0.0000,0.0898,-0.0225,1.4683,4.7665,-2.2874,0.0000
122,Viga_X,18,19,5.0000,0.0000,3.0000,11.0000,0.0000,3.0000,6.0000,-0.1707,-0.0512,3.4129,6.8259,0.0000,-0.0000,-0.0000,-0.0512,3.4129,6.8259,-0.0000,0.0000,0.1707,-0.0512,3.4129,6.8259,-0.0000,0.0000
123,Viga_X,19,20,11.0000,0.0000,3.0000,16.0000,0.0000,3.0000,5.0000,-0.0898,-0.0225,1.4683,4.7665,2.2874,-0.0000,-0.0000,-0.0225,2.1528,4.3057,2.2874,-0.0000,0.0898,-0.0225,2.8374,3.8448,2.2874,-0.0000
124,Viga_X,21,22,0.0000,4.0000,3.0000,5.0000,4.0000,3.0000,5.0000,-0.1123,-0.0225,1.5930,-0.0000,-3.9824,0.0000,0.0000,-0.0225,-0.0000,-0.0000,-3.9824,0.0000,0.1123,-0.0225,-1.5930,-0.0000,-3.9824,0.0000
125,Viga_X,22,23,5.0000,4.0000,3.0000,11.0000,4.0000,3.0000,6.0000,-0.2134,-0.0512,0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0512,0.0000,-0.0000,-0.0000,0.0000,0.2134,-0.0512,-0.0000,-0.0000,-0.0000,0.0000
126,Viga_X,23,24,11.0000,4.0000,3.0000,16.0000,4.0000,3.0000,5.0000,-0.1123,-0.0225,-1.5930,-0.0000,3.9824,-0.0000,0.0000,-0.0225,0.0000,-0.0000,3.9824,-0.0000,0.1123,-0.0225,1.5930,-0.0000,3.9824,-0.0000
127,Viga_X,25,26,0.0000,9.0000,3.0000,5.0000,9.0000,3.0000,5.0000,-0.0898,-0.0225,-0.8277,-3.8448,-2.7367,-0.0000,-0.0000,-0.0225,-2.1528,-4.3057,-2.7367,-0.0000,0.0898,-0.0225,-3.4779,-4.7665,-2.7367,-0.0000
128,Viga_X,26,27,5.0000,9.0000,3.0000,11.0000,9.0000,3.0000,6.0000,-0.1707,-0.0512,-3.4129,-6.8259,0.0000,0.0000,0.0000,-0.0512,-3.4129,-6.8259,-0.0000,-0.0000,0.1707,-0.0512,-3.4129,-6.8259,-0.0000,-0.0000
129,Viga_X,27,28,11.0000,9.0000,3.0000,16.0000,9.0000,3.0000,5.0000,-0.0898,-0.0225,-3.4779,-4.7665,2.7367,0.0000,0.0000,-0.0225,-2.1528,-4.3057,2.7367,0.0000,0.0898,-0.0225,-0.8277,-3.8448,2.7367,0.0000
130,Viga_X,33,34,0.0000,0.0000,6.0000,5.0000,0.0000,6.0000,5.0000,-0.0921,-0.0230,4.6986,6.3489,-3.8105,0.0000,0.0000,-0.0230,3.5512,7.1025,-3.8105,-0.0000,0.0921,-0.0230,2.4038,7.8560,-3.8105,-0.0000
131,Viga_X,34,35,5.0000,0.0000,6.0000,11.0000,0.0000,6.0000,6.0000,-0.1723,-0.0517,5.6178,11.2357,0.0000,0.0000,-0.0000,-0.0517,5.6178,11.2357,-0.0000,0.0000,0.1723,-0.0517,5.6178,11.2357,-0.0000,-0.0000
132,Viga_X,35,36,11.0000,0.0000,6.0000,16.0000,0.0000,6.0000,5.0000,-0.0921,-0.0230,2.4038,7.8560,3.8105,0.0000,-0.0000,-0.0230,3.5512,7.1025,3.8105,0.0000,0.0921,-0.0230,4.6986,6.3489,3.8105,-0.0000
133,Viga_X,37,38,0.0000,4.0000,6.0000,5.0000,4.0000,6.0000,5.0000,-0.1152,-0.0230,2.7111,-0.0000,-6.7778,0.0000,0.0000,-0.0230,-0.0000,-0.0000,-6.7778,0.0000,0.1152,-0.0230,-2.7111,-0.0000,-6.7778,0.0000
134,Viga_X,38,39,5.0000,4.0000,6.0000,11.0000,4.0000,6.0000,6.0000,-0.2154,-0.0517,0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0517,-0.0000,-0.0000,-0.0000,0.0000,0.2154,-0.0517,-0.0000,-0.0000,-0.0000,-0.0000
135,Viga_X,39,40,11.0000,4.0000,6.0000,16.0000,4.0000,6.0000,5.0000,-0.1152,-0.0230,-2.7111,-0.0000,6.7778,-0.0000,0.0000,-0.0230,0.0000,-0.0000,6.7778,-0.0000,0.1152,-0.0230,2.7111,-0.0000,6.7778,-0.0000
136,Viga_X,41,42,0.0000,9.0000,6.0000,5.0000,9.0000,6.0000,5.0000,-0.0921,-0.0230,-1.3279,-6.3489,-4.6164,0.0000,-0.0000,-0.0230,-3.5512,-7.1025,-4.6164,0.0000,0.0921,-0.0230,-5.7745,-7.8560,-4.6164,0.0000
137,Viga_X,42,43,5.0000,9.0000,6.0000,11.0000,9.0000,6.0000,6.0000,-0.1723,-0.0517,-5.6178,-11.2357,0.0000,-0.0000,-0.0000,-0.0517,-5.6178,-11.2357,-0.0000,0.0000,0.1723,-0.0517,-5.6178,-11.2357,-0.0000,0.0000
138,Viga_X,43,44,11.0000,9.0000,6.0000,16.0000,9.0000,6.0000,5.0000,-0.0921,-0.0230,-5.7745,-7.8560,4.6164,-0.0000,0.0000,-0.0230,-3.5512,-7.1025,4.6164,-0.0000,0.0921,-0.0230,-1.3279,-6.3489,4.6164,-0.0000
139,Viga_X,49,50,0.0000,0.0000,9.0000,5.0000,0.0000,9.0000,5.0000,0.2850,0.0713,4.8488,7.5805,-2.6464,-0.0000,-0.0000,0.0713,4.2395,8.4790,-2.6464,-0.0000,-0.2850,0.0713,3.6302,9.3776,-2.6464,-0.0000
140,Viga_X,50,51,5.0000,0.0000,9.0000,11.0000,0.0000,9.0000,6.0000,0.5215,0.1565,6.7048,13.4096,0.0000,0.0000,0.0000,0.1565,6.7048,13.4096,-0.0000,-0.0000,-0.5215,0.1565,6.7048,13.4096,-0.0000,-0.0000
141,Viga_X,51,52,11.0000,0.0000,9.0000,16.0000,0.0000,9.0000,5.0000,0.2850,0.0713,3.6302,9.3776,2.6464,0.0000,0.0000,0.0713,4.2395,8.4790,2.6464,0.0000,-0.2850,0.0713,4.8488,7.5805,2.6464,0.0000
142,Viga_X,53,54,0.0000,4.0000,9.0000,5.0000,4.0000,9.0000,5.0000,0.3563,0.0713,1.9765,-0.0000,-4.9412,0.0000,-0.0000,0.0713,-0.0000,-0.0000,-4.9412,0.0000,-0.3563,0.0713,-1.9765,-0.0000,-4.9412,0.0000
143,Viga_X,54,55,5.0000,4.0000,9.0000,11.0000,4.0000,9.0000,6.0000,0.6519,0.1565,0.0000,-0.0000,0.0000,0.0000,0.0000,0.1565,-0.0000,-0.0000,-0.0000,-0.0000,-0.6519,0.1565,-0.0000,-0.0000,-0.0000,-0.0000
144,Viga_X,55,56,11.0000,4.0000,9.0000,16.0000,4.0000,9.0000,5.0000,0.3563,0.0713,-1.9765,-0.0000,4.9412,-0.0000,0.0000,0.0713,0.0000,-0.0000,4.9412,-0.0000,-0.3563,0.0713,1.9765,-0.0000,4.9412,-0.0000
145,Viga_X,57,58,0.0000,9.0000,9.0000,5.0000,9.0000,9.0000,5.0000,0.2850,0.0713,-2.4704,-7.5805,-3.2997,0.0000,0.0000,0.0713,-4.2395,-8.4790,-3.2997,0.0000,-0.2850,0.0713,-6.0087,-9.3776,-3.2997,0.0000
146,Viga_X,58,59,5.0000,9.0000,9.0000,11.0000,9.0000,9.0000,6.0000,0.5215,0.1565,-6.7048,-13.4096,0.0000,-0.0000,0.0000,0.1565,-6.7048,-13.4096,-0.0000,0.0000,-0.5215,0.1565,-6.7048,-13.4096,-0.0000,0.0000
147,Viga_X,59,60,11.0000,9.0000,9.0000,16.0000,9.0000,9.0000,5.0000,0.2850,0.0713,-6.0087,-9.3776,3.2997,-0.0000,-0.0000,0.0713,-4.2395,-8.4790,3.2997,-0.0000,-0.2850,0.0713,-2.4704,-7.5805,3.2997,-0.0000
85,Viga_Y,17,21,0.0000,0.0000,3.0000,0.0000,4.0000,3.0000,4.0000,0.5649,0.0000,3.5893,3.1786,-0.0000,-1.0831,0.0000,0.0000,3.0000,1.1786,0.0000,-1.1298,-0.5649,-0.0000,2.4107,-0.8214,0.0000,-1.1765
86,Viga_Y,21,25,0.0000,4.0000,3.0000,0.0000,9.0000,3.0000,5.0000,0.0000,0.0000,3.7500,3.1250,0.0000,-0.2348,0.0000,0.0000,3.7500,0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,-0.0000,0.2348
87,Viga_Y,25,29,0.0000,9.0000,3.0000,0.0000,13.0000,3.0000,4.0000,-0.5649,0.0000,2.4107,0.8214,0.0000,1.1765,0.0000,0.0000,3.0000,-1.1786,0.0000,1.1298,0.5649,-0.0000,3.5893,-3.1786,-0.0000,1.0831
88,Viga_Y,18,22,5.0000,0.0000,3.0000,5.0000,4.0000,3.0000,4.0000,0.5718,0.0000,4.1468,4.2935,-0.0000,-1.0944,0.0000,0.0000,3.0000,2.2935,0.0000,-1.1437,-0.5718,-0.0000,1.8532,0.2935,0.0000,-1.1930
89,Viga_Y,22,26,5.0000,4.0000,3.0000,5.0000,9.0000,3.0000,5.0000,0.0000,0.0000,3.7500,3.1250,0.0000,-0.1599,0.0000,0.0000,3.7500,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,-0.0000,0.1599
90,Viga_Y,26,30,5.0000,9.0000,3.0000,5.0000,13.0000,3.0000,4.0000,-0.5718,0.0000,1.8532,-0.2935,0.0000,1.1930,0.0000,0.0000,3.0000,-2.2935,0.0000,1.1437,0.5718,-0.0000,4.1468,-4.2935,-0.0000,1.0944
91,Viga_Y,19,23,11.0000,0.0000,3.0000,11.0000,4.0000,3.0000,4.0000,-0.5718,0.0000,4.1468,4.2935,0.0000,1.0944,0.0000,0.0000,3.0000,2.2935,0.0000,1.1437,0.5718,-0.0000,1.8532,0.2935,-0.0000,1.1930
92,Viga_Y,23,27,11.0000,4.0000,3.0000,11.0000,9.0000,3.0000,5.0000,-0.0000,0.0000,3.7500,3.1250,-0.0000,0.1599,0.0000,0.0000,3.7500,0.0000,0.0000,0.0000,0.0000,-0.0000,3.7500,-3.1250,0.0000,-0.1599
93,Viga_Y,27,31,11.0000,9.0000,3.0000,11.0000,13.0000,3.0000,4.0000,0.5718,0.0000,1.8532,-0.2935,-0.0000,-1.1930,0.0000,0.0000,3.0000,-2.2935,0.0000,-1.1437,-0.5718,-0.0000,4.1468,-4.2935,0.0000,-1.0944
94,Viga_Y,20,24,16.0000,0.0000,3.0000,16.0000,4.0000,3.0000,4.0000,-0.5649,0.0000,3.5893,3.1786,0.0000,1.0831,0.0000,0.0000,3.0000,1.1786,0.0000,1.1298,0.5649,-0.0000,2.4107,-0.8214,-0.0000,1.1765
95,Viga_Y,24,28,16.0000,4.0000,3.0000,16.0000,9.0000,3.0000,5.0000,0.0000,0.0000,3.7500,3.1250,0.0000,0.2348,0.0000,0.0000,3.7500,0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,-0.0000,-0.2348
96,Viga_Y,28,32,16.0000,9.0000,3.0000,16.0000,13.0000,3.0000,4.0000,0.5649,0.0000,2.4107,0.8214,-0.0000,-1.1765,0.0000,0.0000,3.0000,-1.1786,0.0000,-1.1298,-0.5649,-0.0000,3.5893,-3.1786,0.0000,-1.0831
97,Viga_Y,33,37,0.0000,0.0000,6.0000,0.0000,4.0000,6.0000,4.0000,0.7343,0.0000,3.9761,3.9522,-0.0000,-0.8307,0.0000,0.0000,3.0000,1.9522,0.0000,-1.4687,-0.7343,-0.0000,2.0239,-0.0478,0.0000,-2.1066
98,Viga_Y,37,41,0.0000,4.0000,6.0000,0.0000,9.0000,6.0000,5.0000,0.0000,0.0000,3.7500,3.1250,-0.0000,1.0745,0.0000,0.0000,3.7500,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,0.0000,-1.0745
99,Viga_Y,41,45,0.0000,9.0000,6.0000,0.0000,13.0000,6.0000,4.0000,-0.7343,0.0000,2.0239,0.0478,0.0000,2.1066,0.0000,0.0000,3.0000,-1.9522,0.0000,1.4687,0.7343,-0.0000,3.9761,-3.9522,-0.0000,0.8307
100,Viga_Y,34,38,5.0000,0.0000,6.0000,5.0000,4.0000,6.0000,4.0000,0.7017,0.0000,4.8876,5.7752,-0.0000,-1.0252,0.0000,0.0000,3.0000,3.7752,0.0000,-1.4034,-0.7017,-0.0000,1.1124,1.7752,0.0000,-1.7816
101,Viga_Y,38,42,5.0000,4.0000,6.0000,5.0000,9.0000,6.0000,5.0000,-0.0000,0.0000,3.7500,3.1250,-0.0000,0.6438,0.0000,0.0000,3.7500,-0.0000,0.0000,0.0000,0.0000,-0.0000,3.7500,-3.1250,0.0000,-0.6438
102,Viga_Y,42,46,5.0000,9.0000,6.0000,5.0000,13.0000,6.0000,4.0000,-0.7017,0.0000,1.1124,-1.7752,0.0000,1.7816,0.0000,0.0000,3.0000,-3.7752,0.0000,1.4034,0.7017,-0.0000,4.8876,-5.7752,-0.0000,1.0252
103,Viga_Y,35,39,11.0000,0.0000,6.0000,11.0000,4.0000,6.0000,4.0000,-0.7017,0.0000,4.8876,5.7752,0.0000,1.0252,0.0000,0.0000,3.0000,3.7752,0.0000,1.4034,0.7017,-0.0000,1.1124,1.7752,-0.0000,1.7816
104,Viga_Y,39,43,11.0000,4.0000,6.0000,11.0000,9.0000,6.0000,5.0000,-0.0000,0.0000,3.7500,3.1250,-0.0000,-0.6438,0.0000,0.0000,3.7500,0.0000,0.0000,0.0000,0.0000,-0.0000,3.7500,-3.1250,0.0000,0.6438
105,Viga_Y,43,47,11.0000,9.0000,6.0000,11.0000,13.0000,6.0000,4.0000,0.7017,0.0000,1.1124,-1.7752,-0.0000,-1.7816,0.0000,0.0000,3.0000,-3.7752,0.0000,-1.4034,-0.7017,-0.0000,4.8876,-5.7752,0.0000,-1.0252
106,Viga_Y,36,40,16.0000,0.0000,6.0000,16.0000,4.0000,6.0000,4.0000,-0.7343,0.0000,3.9761,3.9522,0.0000,0.8307,0.0000,0.0000,3.0000,1.9522,0.0000,1.4687,0.7343,-0.0000,2.0239,-0.0478,-0.0000,2.1066
107,Viga_Y,40,44,16.0000,4.0000,6.0000,16.0000,9.0000,6.0000,5.0000,0.0000,0.0000,3.7500,3.1250,0.0000,-1.0745,0.0000,0.0000,3.7500,0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,-0.0000,1.0745
108,Viga_Y,44,48,16.0000,9.0000,6.0000,16.0000,13.0000,6.0000,4.0000,0.7343,0.0000,2.0239,0.0478,-0.0000,-2.1066,0.0000,0.0000,3.0000,-1.9522,0.0000,-1.4687,-0.7343,-0.0000,3.9761,-3.9522,0.0000,-0.8307
109,Viga_Y,49,53,0.0000,0.0000,9.0000,0.0000,4.0000,9.0000,4.0000,-1.6877,0.0000,4.1659,4.3319,-0.0000,5.3430,0.0000,0.0000,3.0000,2.3319,0.0000,3.3754,1.6877,-0.0000,1.8341,0.3319,0.0000,1.4079
110,Viga_Y,53,57,0.0000,4.0000,9.0000,0.0000,9.0000,9.0000,5.0000,-0.0000,0.0000,3.7500,3.1250,0.0000,5.2160,0.0000,0.0000,3.7500,-0.0000,0.0000,0.0000,0.0000,-0.0000,3.7500,-3.1250,-0.0000,-5.2160
111,Viga_Y,57,61,0.0000,9.0000,9.0000,0.0000,13.0000,9.0000,4.0000,1.6877,0.0000,1.8341,-0.3319,0.0000,-1.4079,0.0000,0.0000,3.0000,-2.3319,0.0000,-3.3754,-1.6877,-0.0000,4.1659,-4.3319,-0.0000,-5.3430
112,Viga_Y,50,54,5.0000,0.0000,9.0000,5.0000,4.0000,9.0000,4.0000,-1.6697,0.0000,5.2528,6.5056,-0.0000,4.4020,0.0000,0.0000,3.0000,4.5056,0.0000,3.3393,1.6697,-0.0000,0.7472,2.5056,0.0000,2.2767
113,Viga_Y,54,58,5.0000,4.0000,9.0000,5.0000,9.0000,9.0000,5.0000,0.0000,0.0000,3.7500,3.1250,0.0000,3.3752,0.0000,0.0000,3.7500,-0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,-0.0000,-3.3752
114,Viga_Y,58,62,5.0000,9.0000,9.0000,5.0000,13.0000,9.0000,4.0000,1.6697,0.0000,0.7472,-2.5056,0.0000,-2.2767,0.0000,0.0000,3.0000,-4.5056,0.0000,-3.3393,-1.6697,-0.0000,5.2528,-6.5056,-0.0000,-4.4020
115,Viga_Y,51,55,11.0000,0.0000,9.0000,11.0000,4.0000,9.0000,4.0000,1.6697,0.0000,5.2528,6.5056,0.0000,-4.4020,0.0000,0.0000,3.0000,4.5056,0.0000,-3.3393,-1.6697,-0.0000,0.7472,2.5056,-0.0000,-2.2767
116,Viga_Y,55,59,11.0000,4.0000,9.0000,11.0000,9.0000,9.0000,5.0000,0.0000,0.0000,3.7500,3.1250,-0.0000,-3.3752,0.0000,0.0000,3.7500,0.0000,0.0000,-0.0000,-0.0000,-0.0000,3.7500,-3.1250,0.0000,3.3752
117,Viga_Y,59,63,11.0000,9.0000,9.0000,11.0000,13.0000,9.0000,4.0000,-1.6697,0.0000,0.7472,-2.5056,-0.0000,2.2767,0.0000,0.0000,3.0000,-4.5056,0.0000,3.3393,1.6697,-0.0000,5.2528,-6.5056,0.0000,4.4020
118,Viga_Y,52,56,16.0000,0.0000,9.0000,16.0000,4.0000,9.0000,4.0000,1.6877,0.0000,4.1659,4.3319,0.0000,-5.3430,0.0000,0.0000,3.0000,2.3319,0.0000,-3.3754,-1.6877,-0.0000,1.8341,0.3319,-0.0000,-1.4079
119,Viga_Y,56,60,16.0000,4.0000,9.0000,16.0000,9.0000,9.0000,5.0000,-0.0000,0.0000,3.7500,3.1250,-0.0000,-5.2160,0.0000,0.0000,3.7500,0.0000,0.0000,0.0000,0.0000,-0.0000,3.7500,-3.1250,0.0000,5.2160
120,Viga_Y,60,64,16.0000,9.0000,9.0000,16.0000,13.0000,9.0000,4.0000,-1.6877,0.0000,1.8341,-0.3319,-0.0000,1.4079,0.0000,0.0000,3.0000,-2.3319,0.0000,3.3754,1.6877,-0.0000,4.1659,-4.3319,0.0000,5.3430
